字段标识,字段描述,字段名称,数据类型,字段取值示例,出现次数,值集校验取值,字段含义解读,报送税局字段层级,交叉校验规则,最小字符长度,最大字符长度,最小小数位精度,最大小数位精度,来源文档,来源页码
HR-BT-4,Operator designation in accordance with the Fiscalization Act A group of business terms that offer information about a Seller's address.,Operator's Designation,Text,Operator1,0..1,,Operator designation in accordance with the Fiscalization Act A group of business terms that offer information about a Seller's address. It is necessary to enter the sufficient components of the address necessary to comply with legal requirements.,"Invoice: /Invoice/cac:AccountingSupplierParty/cac:SellerContact/cbc:Name
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:SellerContact/cbc:Name",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"25,34"
BT-35,The main line of the address in Postal address.,Seller Address Line 1,Text,Ilica 127,0..1,,The main line of the address in Postal address. Usually this is the name of the street and the house number or mailbox.,"Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,34
BT-36,"An additional address line in the address, which can be used for additional details that complement the main line.",Seller Address Line 2,Text,put 6,0..1,,"An additional address line in the address, which can be used for additional details that complement the main line.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,34
BT-162,"An additional address line in the address, which can be used for additional details that complement the main line.",Seller Address Line 3,Text,Savski gaj XIII. put 6.,0..1,,"An additional address line in the address, which can be used for additional details that complement the main line.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,34
BT-37,"The common name of the city, town, or settlement in which the Seller's address is located.",Seller City,Text,Zagreb,0..1,,"The common name of the city, town, or settlement in which the Seller's address is located.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,34
BT-38,An identifier for addressing a group of properties according to the relevant mail service.,Seller's Postal Code,Text,10000,0..1,,"An identifier for addressing a group of properties according to the relevant mail service. For example, a zip code or a zip code.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:MaillZone
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PostalZone",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,34
BT-39,Province of the country. A group of business terms with seller contact information.,Seller's County,Text,City of Zagreb,0..1,,"Province of the country. A group of business terms with seller contact information. Such as region, county, state, province etc.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"34,36"
BT-41,Contact point for A legal person or a natural person Person.,Seller Contact Point,Text,First Name Last Name,0..1,,"Contact point for A legal person or a natural person Person. This is, for example, the name of the person, contact identification, department or office identification.","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,36
BT-42,Phone number for contact point,Seller Contact Phone Number,Text,+385 01 11111111,0..1,,Phone number for contact point,"Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,36
BT-43,Contact Point Email Address A set of business terms that provide information about the Customer.,Seller Contact Email Address,Text,kontakt@mail.hr,0..1,,Contact Point Email Address A set of business terms that provide information about the Customer.,"Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"36,37"
BT-44,Customer's Full Name,Customer Name,Text,Company B d.o.o.,1..1,,Customer's Full Name,"Invoice: /Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName
CreditNote: /CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName",BR-7 The invoice must contain the name of the Buyer (BT-44),,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,37
BT-45,"The name by which the Buyer is known, other than the name Buyer (also known as as a company name).",Customer's Trade Name,Text,Business Unit 1,0..1,,"The name by which the Buyer is known, other than the name Buyer (also known as as a company name). It can be used if it is different from the name of the Customer.","Invoice: /Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name
CreditNote: /CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,37
BT-46,Buyer Identifier. Identifier of the Buyer Identifier Identification Scheme.,Buyer Identifier Schema identifier,Identifier,3855123456789,0..1,,"Buyer Identifier. Identifier of the Buyer Identifier Identification Scheme. If no scheme is specified, it must be known to the Buyer and the Seller. If used, the identification scheme must be selected from the list record published by the ISO 6523 maintenance agency. [5]","Invoice: /Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID
CreditNote: /CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID/CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"37,38"
BT-47,An identifier issued by the registration authority that identifies the Buyer as a legal entity. Identifier of the identification scheme of the Buyer's legal registration identifier.,Buyer's Legal Registration Identifier,Identifier,01234567,0..1,,"An identifier issued by the registration authority that identifies the Buyer as a legal entity. Identifier of the identification scheme of the Buyer's legal registration identifier. If no identification scheme is specified, this scheme should be known to both Seller and Buyer, e.g. an identifier used exclusively in the applicable legal environment. If used, the identification scheme shall be selected from the determinants of the list published by the ISO/IEC 6523 Maintenance Service(5).","Invoice: /Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID
CreditNote: /CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID/CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID","BR-AE-2 An invoice containing an invoice item (BG-25) where the VAT category code of the invoiced item (BT-151) is ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47) | BR-AE-3 An invoice containing document-level discounts (BG-20) where the VAT category code is a document-level discount (BT-95) ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47) | BR-AE-4 An invoice containing document-level costs (BG-21), where the VAT category code of the cost is document- level (BT-102) ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47)",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,38
BT-48,Buyer's VAT identifier (also called the Buyer's VAT identification number).,VAT Buyer Identifier,Identifier,HR11111111119,0..1,ISO 3166-1,"Buyer's VAT identifier (also called the Buyer's VAT identification number). VAT number with country code prefix, based on EN ISO 3166-1 [6] ""Codes for marking the names of countries and their provinces""","Invoice: /Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID
CreditNote: /CreditNote/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID","BR-CO-9 The VAT identification number of the Seller (BT-31), the VAT identification number of the Seller's tax representative (BT-63) and the VAT identification number of the Buyer (BT-48) must be prefixed in accordance with the ISO code ISO 3166-1 alpha-2 according to to which the country of issue can be identified. Nevertheless, Greece can use the prefix ""EL"" | BR-AE-2 An invoice containing an invoice item (BG-25) where the VAT category code of the invoiced item (BT-151) is ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47) | BR-AE-3 An invoice containing document-level discounts (BG-20) where the VAT category code is a document-level discount (BT-95) ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47) | BR-AE-4 An invoice containing document-level costs (BG-21), where the VAT category code of the cost is document- level (BT-102) ""Reverse charge"" must contain the Seller's VAT identification number (BT-31), the Seller's tax registration identifier (BT-32) and/or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) and/or the Buyer's legal registration identifier (BT-47) | BR-IC-2 An invoice containing an invoice item (BG-25) where the VAT category code of the invoiced item (BT-151) is ""Intra-community supply"" must contain the Seller's VAT identification number (BT-31) or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) | BR-IC-3 An invoice containing document-level discounts (BG-20) where the VAT category code is a document-level discount (BT-95) ""Intra-community supply"" must contain the Seller's VAT identification number (BT-31) or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT-48) | BR-IC-4 An invoice containing document-level costs (BG-21), where the VAT category code of the cost is document- level (BT-102) ""Intra-community supply"" must contain the Seller's VAT identification number (BT-31) or the VAT identification number of the Seller's tax representative (BT-63) and the Buyer's VAT identification number (BT- 48) | HR-BR-S-1 An invoice that contains an invoice item (BG-25) in which the VAT category code of the calculated items (BT-151) is ""Standard rated"" must contain the Buyer's VAT identification number (BT-48). | HR-BR-S-2 An invoice containing document-level discounts (BG-20) where the VAT category of the document-level discount (BT-95) is ""Standard rated"" must contain the Customer's VAT identification number (BT-48). | HR-BR-S-3 An invoice that contains costs at the document level (BG-21) where the VAT category code is at the document (BT-102) ""Standard rated"" must contain the Buyer's VAT identification number (BT-48). | HR-BR-Z-1 Invoice containing an invoice item (BG-25) in which the VAT category code of the calculated items (BT-151) is ""Zero rated"" must contain the Buyer's VAT identification number (BT-48). | HR-BR-Z-2 An invoice containing document-level discounts (BG-20) where the VAT category code is document-level discount (BT-95) ""Zero rated"" must contain the Customer's VAT identification number (BT-48). | HR-BR-Z-3 An invoice that contains costs at the document level (BG-21) where the VAT category code is at the document (BT-102) ""Zero rated"" must contain the VAT identification number of the Buyer (BT-48). | HR-BR-E-1 An invoice containing an invoice item (BG-25) in which the VAT category code of the calculated item (BT-151) is ""Exempt from VAT"" must contain the VAT identification number of the Buyer (BT-48). | HR-BR-E-2 An invoice containing document-level discounts (BG-20) where the VAT category code is document-level discount (BT-95) ""Exempt from VAT"" must contain the Customer's VAT identification number (BT-48). | HR-BR-E-3 An invoice that contains costs at the document level (BG-21) where the VAT category code is at the document (BT-102) ""Exempt from VAT"" must contain the VAT identification number of the Buyer (BT-48). | HR-BR-AE-1 An invoice containing an invoice item (BG-25) in which the VAT category code of the calculated items (BT-151) is ""Reverse charge"" must contain the Customer's VAT identification number (BT-48). | HR-BR-AE-2 An invoice containing document-level discounts (BG-20) where the VAT category code is document-level discounts (BT-95) ""Reverse charge"" must contain the Customer's VAT identification number (BT-48). | HR-BR-AE-3 An invoice that contains costs at the document level (BG-21) where the VAT category code is at the document (BT-102) ""Reverse charge"" must contain the VAT identification number of the Buyer (BT-48).",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,38
